,name,x,y,type,v_nom,substation_type
873,69_FMC_ISS,-122.708602,53.926929,ac,69,ISS
874,69_CNG_JCT,-122.367079,54.072382,ac,69,JCT
875,69_UFR_DSS,-121.945287,54.118021,ac,69,DSS
876,69_CNG_ISS,-122.367079,54.072382,ac,69,ISS
877,69_HCR_JCT,-122.687802,53.922923,ac,69,JCT
878,69_HCR_ISS,-122.687802,53.922923,ac,69,ISS
879,69_DKY_JCT,-122.472490,53.276287,ac,69,JCT
880,69_PMB_JCT,-122.525688,53.302659,ac,69,JCT
881,69_CLB_JCT,-122.492581,53.283168,ac,69,JCT
882,69_CLB_DSS,-122.492581,53.283168,ac,69,DSS
883,69_DKY_ISS,-122.472490,53.276287,ac,69,ISS
884,69_PMB_ISS,-122.525688,53.302659,ac,69,ISS
885,69_NWP_ISS,-122.695976,53.980168,ac,69,ISS
886,69_FSS_JCT,-124.748749,54.065007,ac,69,JCT
887,69_GLN_DSS,-125.015718,54.074358,ac,69,DSS
888,69_FSR_JCT,-124.850056,54.054362,ac,69,JCT
889,69_FSR_DSS,-124.850056,54.054362,ac,69,DSS
890,69_FSS_ISS,-124.748749,54.065007,ac,69,ISS
891,69_FM2_DSS,-124.250341,54.449952,ac,69,DSS
892,69_EKO_DSS,-125.010863,54.072393,ac,69,DSS
893,69_FHS_JCT,-122.812485,53.907004,ac,69,JCT
894,69_CHF_DSS,-122.814317,54.008988,ac,69,DSS
895,69_FHS_DSS,-122.812485,53.907004,ac,69,DSS
896,69_PCA_JCT,-122.765299,53.905007,ac,69,JCT
897,69_IPR_JCT,-123.271878,53.865139,ac,69,JCT
898,69_IPR_DSS,-123.271878,53.865139,ac,69,DSS
899,69_AFP_JCT,-124.201793,54.490913,ac,69,JCT
900,69_AFP_ISS,-124.201793,54.490913,ac,69,ISS
901,69_FGE_GSS,-124.215275,54.489317,ac,69,GSS
902,69_TFP_DSS,-124.165837,54.469018,ac,69,DSS
903,69_TSC_DSS,-128.605641,54.513674,ac,69,DSS
904,69_KAL_DSS,-128.616892,54.519438,ac,69,DSS
905,69_SKA_DSS,-128.632826,54.452280,ac,69,DSS
906,69_TER_DSS,-128.558185,54.510853,ac,69,DSS
907,69_DSQ_GSS,-128.914853,54.383481,ac,69,GSS
908,69_GRR_JCT,-129.975564,54.206333,ac,69,JCT
909,69_BRL_JCT,-129.834478,54.040073,ac,69,JCT
910,69_RUP_DSS,-130.231685,54.256795,ac,69,DSS
911,69_DIL_JCT,-130.078231,54.229453,ac,69,JCT
912,69_FLS_GSS,-129.734244,53.983531,ac,69,GSS
913,69_BRL_GSS,-129.834478,54.040073,ac,69,GSS
914,69_DIL_DSS,-130.078231,54.229453,ac,69,DSS
915,69_GRR_DSS,-129.975564,54.206333,ac,69,DSS
916,69_PRT_JCT,-130.355349,54.286394,ac,69,JCT
917,69_OFD_DSS,-130.307492,54.309639,ac,69,DSS
918,69_PRT_ISS,-130.355349,54.286394,ac,69,ISS
919,69_PED_JCT,-130.293083,54.228714,ac,69,JCT
920,69_SKL_JCT,-130.294861,54.239494,ac,69,JCT
921,69_PRG_JCT,-130.328839,54.234690,ac,69,JCT
922,69_RTI_ISS,-130.325334,54.224518,ac,69,ISS
923,69_PED_DSS,-130.293083,54.228714,ac,69,DSS
924,69_PRG_ISS,-130.328839,54.234690,ac,69,ISS
925,69_SKL_ISS,-130.294861,54.239494,ac,69,ISS
926,69_RPG_GSS,-130.294424,54.314334,ac,69,GSS
927,138_ELL_DSS,-119.387163,49.962668,ac,138,DSS
928,63_BEN_TSS,-119.530109,49.189206,ac,63,TSS
929,63_NKM_DSS,-119.425832,49.039218,ac,63,DSS
930,230_WHS_TSS,-117.613121,49.006754,ac,230,TSS
931,230_LEE_TSS,-119.347162,49.906798,ac,230,TSS
932,230_DGB_TSS,-119.446811,49.812052,ac,230,TSS
933,230_RGA_TSS,-119.552286,49.480074,ac,230,TSS
934,230_WTS_TSS,-117.739732,49.105169,ac,230,TSS
935,230_BTS_TSS,-117.612786,49.321964,ac,230,TSS
936,63_BRD_GSS,-117.620653,49.324880,ac,63,GSS
937,63_BTS_TSS,-117.612786,49.321964,ac,63,TSS
938,230_ALH_GSS,-117.768849,49.343024,ac,230,GSS
939,230_BRX_GSS,-117.619793,49.323118,ac,230,GSS
