,transmission_line_id,transmission_circuit_id,owner,province,operating_region,number_of_circuits,current_type,line_segment_length_km,line_segment_length_mi,line_length_km,line_length_mi,voltage,reactance,summer_capacity,winter_capacity,starting_node_name,starting_node_code,ending_node_name,ending_node_code,notes
6101,29457,2L142,BC Hydro,BC,British Columbia,1,ac,4.161,2.568,4.161,2.568,230,2.00,295,327,George Tripp,BC_GTP_DSS,Horsey,BC_HSY_DSS,NULL
6102,29458,2L143,BC Hydro,BC,British Columbia,1,ac,2.578,1.591,2.578,1.591,230,1.24,406,432,Horsey,BC_HSY_DSS,Esquimalt,BC_ESQ_DSS,NULL
6103,29459,2L144,BC Hydro,BC,British Columbia,1,ac,2.751,1.698,2.751,1.698,230,1.32,587,801,Pike Lake,BC_PIK_DSS,Goward,BC_GOW_DSS,NULL
6104,29460,2L145,BC Hydro,BC,British Columbia,1,ac,3.818,2.357,9.217,5.689,230,4.42,587,801,Pike Lake,BC_PIK_DSS,Burnett,BC_BNT_DSS,NULL
6105,29461,2L145,BC Hydro,BC,British Columbia,1,ac,5.399,3.333,9.217,5.689,230,4.42,370,391,Burnett,BC_BNT_DSS,Esquimalt,BC_ESQ_DSS,NULL
6106,29462,2L146,BC Hydro,BC,British Columbia,1,ac,7.061,4.359,7.061,4.359,230,3.39,264,312,Goward,BC_GOW_DSS,Horsey,BC_HSY_DSS,NULL
6107,29463,2L154,BC Hydro,BC,British Columbia,1,ac,148.860,91.889,148.860,91.889,230,71.45,348,466,Dunsmuir,BC_DMR_DSS,Gold River,BC_GLD_DSS,NULL
6108,29464,2L170,BC Hydro,BC,British Columbia,1,ac,54.837,33.850,54.837,33.850,230,26.32,587,753,Sahtlam,BC_SAT_DSS,Pike Lake,BC_PIK_DSS,NULL
6109,29465,2L221,BC Hydro,BC,British Columbia,1,ac,3.387,2.091,3.387,2.091,230,1.63,681,860,Seven Mile GS,BC_SEV_GSS,Selkirk TS,BC_SEL_TSS,NULL
6110,29466,2L222,BC Hydro,BC,British Columbia,1,ac,3.414,2.107,3.414,2.107,230,1.64,681,860,Seven Mile GS,BC_SEV_GSS,Selkirk TS,BC_SEL_TSS,NULL
6111,29467,2L240,BC Hydro,BC,British Columbia,1,ac,37.586,23.201,37.586,23.201,230,18.04,375,482,Ashton Creek,BC_ACK_DSS,Salmon Arm,BC_SAM_DSS,NULL
6112,29468,2L253,BC Hydro,BC,British Columbia,1,ac,11.995,7.404,11.995,7.404,230,5.76,375,482,Revelstoke GS,BC_REV_GSS,Illecillewaet,BC_ILL_DSS,NULL
6113,29469,2L255,BC Hydro,BC,British Columbia,1,ac,49.957,30.838,49.957,30.838,230,23.98,378,458,Ashton Creek,BC_ACK_DSS,Vernon TS,BC_VNT_TSS,NULL
6114,29470,2L256,BC Hydro,BC,British Columbia,1,ac,49.909,30.808,49.909,30.808,230,23.96,378,458,Ashton Creek,BC_ACK_DSS,Vernon TS,BC_VNT_TSS,NULL
6115,29471,2L258,BC Hydro,BC,British Columbia,1,ac,129.802,80.125,129.802,80.125,230,62.30,381,487,Cranbrook,BC_CBK_DSS,Invermere,BC_INV_DSS,NULL
6116,29472,2L259,BC Hydro,BC,British Columbia,1,ac,111.677,68.936,111.677,68.936,230,53.60,384,459,Invermere,BC_INV_DSS,Kicking Horse,BC_KHS_DSS,NULL
6117,29473,2L265,BC Hydro,BC,British Columbia,1,ac,63.357,39.109,63.357,39.109,230,30.41,375,482,Nicola TS,BC_NIC_TSS,Valleyview,BC_VVW_DSS,NULL
6118,29474,2L293,BC Hydro,BC,British Columbia,1,ac,16.157,9.973,16.157,9.973,230,7.76,378,458,Selkirk TS,BC_SEL_TSS,Nelway,BC_NLY_DSS,NULL
6119,29475,2L294,BC Hydro,BC,British Columbia,1,ac,75.000,46.296,161.710,99.821,230,77.62,378,458,Nelway,BC_NLY_DSS,AA Lambert,BC_AAL_DSS,NULL
6120,29476,2L294,BC Hydro,BC,British Columbia,1,ac,86.710,53.525,161.710,99.821,230,77.62,378,458,AA Lambert,BC_AAL_DSS,Cranbrook,BC_CBK_DSS,NULL
6121,29477,2L295,BC Hydro,BC,British Columbia,1,ac,45.854,28.305,45.854,28.305,230,22.01,357,433,Kootenay Canal GS,BC_KCL_GSS,Selkirk TS,BC_SEL_TSS,NULL
6122,29478,2L299,BC Hydro,BC,British Columbia,1,ac,45.854,28.305,45.854,28.305,230,22.01,357,433,Kootenay Canal GS,BC_KCL_GSS,Selkirk TS,BC_SEL_TSS,NULL
6123,29479,2L307,BC Hydro,BC,British Columbia,1,ac,5.348,3.301,5.348,3.301,230,2.57,376,457,Barlow,BC_BLW_DSS,Quesnel River Pulp,BC_QRP_ISS,NULL
6124,29480,2L308,BC Hydro,BC,British Columbia,1,ac,23.021,14.210,23.021,14.210,230,11.05,378,459,GM Shrum GS,BC_GMS_GSS,Dokie,BC_DKT_DSS,NULL
6125,29481,2L309,BC Hydro,BC,British Columbia,1,ac,51.338,31.690,51.338,31.690,230,24.64,378,459,Dokie,BC_DKT_DSS,Sukunka,BC_SNK_DSS,NULL
6126,29482,2L312,BC Hydro,BC,British Columbia,1,ac,30.564,18.866,30.564,18.866,230,14.67,378,459,Sukunka,BC_SNK_DSS,Sundance Lake,BC_SLS_DSS,NULL
6127,29483,2L313,BC Hydro,BC,British Columbia,1,ac,3.000,1.852,32.740,20.210,230,15.72,378,459,Meikle SWS,BC_MKT_SWS,Meikle GS,BC_MKL_GSS,NULL
6128,29484,2L313,BC Hydro,BC,British Columbia,1,ac,29.740,18.358,32.740,20.210,230,15.72,378,459,Sukunka,BC_SNK_DSS,Meikle SWS,BC_MKT_SWS,NULL
6129,29485,2L313KGP,BC Hydro,BC,British Columbia,1,ac,16.000,9.877,16.015,9.885,230,7.69,378,459,Kwoen JCT,BC_KGP_JCT,Kwoen,BC_KGP_ISS,NULL
6130,29486,2L313KGP,BC Hydro,BC,British Columbia,1,ac,0.015,0.009,16.015,9.885,230,7.69,378,459,Sukunka,BC_SNK_DSS,Kwoen JCT,BC_KGP_JCT,NULL
6131,29487,2L313MNK,BC Hydro,BC,British Columbia,1,ac,28.000,17.284,28.700,17.716,230,13.78,402,435,Conuma Coal JCT,BC_MNK_JCT,Conuma Coal,BC_MNK_ISS,NULL
6132,29488,2L313MNK,BC Hydro,BC,British Columbia,1,ac,0.700,0.432,28.700,17.716,230,13.78,402,435,Sukunka,BC_SNK_DSS,Conuma Coal JCT,BC_MNK_JCT,NULL
6133,29489,2L314,BC Hydro,BC,British Columbia,1,ac,40.000,24.691,40.000,24.691,230,19.20,337,57,Dokie,BC_DKT_DSS,Dokie GS,BC_DKW_GSS,NULL
6134,29490,2L315,BC Hydro,BC,British Columbia,1,ac,1.000,0.617,1.000,0.617,230,0.48,346,404,Tumbler Ridge,BC_TLR_DSS,Quality GS,BC_QTY_GSS,NULL
6135,29491,2L319,BC Hydro,BC,British Columbia,1,ac,90.000,55.556,90.000,55.556,230,43.20,402,435,Kennedy,BC_KDS_DSS,Mount Milligan,BC_MML_DSS,NULL
6136,29492,2L320,BC Hydro,BC,British Columbia,1,ac,0.648,0.400,0.648,0.400,230,0.31,261,351,Kennedy,BC_KDS_DSS,Kemess Mine,BC_KMI_DSS,NULL
6137,29493,2L321,BC Hydro,BC,British Columbia,1,ac,0.099,0.061,0.099,0.061,230,0.05,402,435,Tumbler Ridge,BC_TLR_DSS,BC Rail,BC_BCR_ISS,NULL
6138,29494,2L322,BC Hydro,BC,British Columbia,1,ac,28.034,17.305,28.034,17.305,230,13.46,378,459,Tumbler Ridge,BC_TLR_DSS,Bullmoose,BC_BLM_DSS,NULL
6139,29495,2L323,BC Hydro,BC,British Columbia,1,ac,18.000,11.111,20.380,12.580,230,9.78,378,459,Tumbler Ridge,BC_TLR_DSS,Murrary River Coal JCT,BC_MRC_JCT,NULL
6140,29496,2L323,BC Hydro,BC,British Columbia,1,ac,2.380,1.469,20.380,12.580,230,9.78,378,459,Murrary River Coal JCT,BC_MRC_JCT,Quintette,BC_QNT_DSS,NULL
6141,29497,2L323MRC,BC Hydro,BC,British Columbia,1,ac,1.000,0.617,1.000,0.617,230,0.48,402,435,Murrary River Coal JCT,BC_MRC_JCT,Murrary River Coal,BC_MRC_ISS,NULL
6142,29498,2L329,BC Hydro,BC,British Columbia,1,ac,44.555,27.503,44.555,27.503,230,21.39,597,795,Shell Groundbirch,BC_SGB_ISS,Bear Mountain,BC_BMT_DSS,NULL
6143,29499,2L330,BC Hydro,BC,British Columbia,1,ac,4.669,2.882,4.669,2.882,230,2.24,378,459,Sundance Lake,BC_SLS_DSS,Chetwynd GS,BC_LAP_GSS,NULL
6144,29500,2L333,BC Hydro,BC,British Columbia,1,ac,44.578,27.517,44.578,27.517,230,21.40,597,795,Shell Groundbirch,BC_SGB_ISS,Bear Mountain,BC_BMT_DSS,NULL
6145,29501,2L337,BC Hydro,BC,British Columbia,1,ac,8.000,4.938,23.170,14.302,230,11.12,378,459,Meikle SWS,BC_MKT_SWS,Moose Lake JCT,BC_MLW_JCT,NULL
6146,29502,2L337,BC Hydro,BC,British Columbia,1,ac,15.170,9.364,23.170,14.302,230,11.12,378,459,Moose Lake JCT,BC_MLW_JCT,Tumbler Ridge,BC_TLR_DSS,NULL
6147,29503,2L337MLW,BC Hydro,BC,British Columbia,1,ac,3.000,1.852,3.000,1.852,230,1.44,378,459,Moose Lake JCT,BC_MLW_JCT,Moose Lake GS,BC_MLW_GSS,NULL
6148,29504,2L339,BC Hydro,BC,British Columbia,1,ac,4.255,2.626,4.255,2.626,230,2.04,402,435,Meikle GS,BC_MKL_GSS,Meikle SWS,BC_MKT_SWS,NULL
6149,29505,2L340,BC Hydro,BC,British Columbia,1,ac,14.655,9.046,14.655,9.046,230,7.03,584,795,Sundance Lake,BC_SLS_DSS,Shell Groundbirch,BC_SGB_ISS,NULL
6150,29506,2L342,BC Hydro,BC,British Columbia,1,ac,14.643,9.039,14.643,9.039,230,7.03,584,795,Sundance Lake,BC_SLS_DSS,Shell Groundbirch,BC_SGB_ISS,NULL
6151,29507,2L348,BC Hydro,BC,British Columbia,1,ac,25.000,15.432,40.000,24.691,230,19.20,402,435,Shell Groundbirch,BC_SGB_ISS,Shell Saturn Gas Plant JCT,BC_SRN_JCT,NULL
6152,29508,2L348,BC Hydro,BC,British Columbia,1,ac,15.000,9.259,40.000,24.691,230,19.20,402,435,Shell Saturn Gas Plant JCT,BC_SRN_JCT,Shell Sunset Prairie,BC_SST_ISS,NULL
6153,29509,2L348SRN,BC Hydro,BC,British Columbia,1,ac,10.000,6.173,10.000,6.173,230,4.80,402,435,Shell Saturn Gas Plant JCT,BC_SRN_JCT,Shell Saturn Gas Plant,BC_SRN_ISS,NULL
6154,29510,2L352,BC Hydro,BC,British Columbia,1,ac,103.157,63.677,103.157,63.677,230,49.52,375,455,Hundred Mile House,BC_HMH_DSS,Soda Creek,BC_SCK_DSS,NULL
6155,29511,2L353,BC Hydro,BC,British Columbia,1,ac,64.328,39.709,64.328,39.709,230,30.88,378,459,Glenannan,BC_GLN_DSS,Tachick,BC_TAC_DSS,NULL
6156,29512,2L354,BC Hydro,BC,British Columbia,1,ac,9.146,5.646,9.146,5.646,230,4.39,193,338,Red Bluff,BC_RBF_DSS,Barlow,BC_BLW_DSS,NULL
6157,29513,2L374,BC Hydro,BC,British Columbia,1,ac,95.758,59.110,95.758,59.110,287,44.25,777,997,Bob Quinn,BC_BQN_DSS,Tatogga,BC_TAT_DSS,NULL
6158,29514,2L375,BC Hydro,BC,British Columbia,1,ac,25.000,15.432,25.000,15.432,287,11.55,777,997,Tatogga,BC_TAT_DSS,Red Chris Mine,BC_RDC_ISS,NULL
6159,29515,2L379,BC Hydro,BC,British Columbia,1,ac,40.000,24.691,40.000,24.691,287,18.48,642,727,Bob Quinn,BC_BQN_DSS,Forest Kerr GS,BC_FKR_GSS,NULL
6160,29516,2L391,BC Hydro,BC,British Columbia,1,ac,57.000,35.185,57.000,35.185,287,26.34,777,997,Shell Groundbirch,BC_SGB_ISS,South Bank,BC_SBK_DSS,NULL
6161,29517,2L392,BC Hydro,BC,British Columbia,1,ac,57.000,35.185,57.000,35.185,287,26.34,777,997,Shell Groundbirch,BC_SGB_ISS,South Bank,BC_SBK_DSS,NULL
6162,29518,30L,FortisBC,BC,British Columbia,1,ac,57.500,35.494,57.500,35.494,63,21.85,30,33,South Slocan GS,BC_SLC_GSS,Coffee Creek,BC_COF_DSS,NULL
6163,29519,31L,FortisBC,BC,British Columbia,1,ac,5.500,3.395,5.500,3.395,63,2.09,30,33,AA Lambert,BC_AAL_DSS,Creston,BC_CRE_DSS,NULL
6164,29520,32L,FortisBC,BC,British Columbia,1,ac,67.500,41.667,67.500,41.667,63,25.65,30,33,AA Lambert,BC_AAL_DSS,Crawford Bay,BC_CRA_DSS,NULL
6165,29521,33L,FortisBC,BC,British Columbia,1,ac,0.500,0.309,0.500,0.309,63,0.19,30,33,Upper Bonnington SWS,BC_USS_SWS,Upper Bonnington GS,BC_UBO_GSS,NULL
6166,29522,34L,FortisBC,BC,British Columbia,1,ac,1.000,0.617,1.000,0.617,63,0.38,30,33,AS Mawdsley TS,BC_ASM_TSS,Warfield TS,BC_WTS_TSS,NULL
6167,29523,37L,FortisBC,BC,British Columbia,1,ac,22.500,13.889,22.500,13.889,63,8.55,30,33,Coffee Creek,BC_COF_DSS,Kaslo,BC_KAS_DSS,NULL
6168,29524,38L,FortisBC,BC,British Columbia,1,ac,5.000,3.086,5.000,3.086,63,1.90,30,33,Crawford Bay,BC_CRA_DSS,Coffee Creek,BC_COF_DSS,NULL
6169,29525,3L002,BC Hydro,BC,British Columbia,1,ac,115.000,70.988,145.000,89.506,360,63.67,539,1000,Bridge River TS,BC_BRT_TSS,Sachteen,BC_SAC_DSS,NULL
6170,29526,3L002,BC Hydro,BC,British Columbia,1,ac,30.000,18.519,145.000,89.506,360,63.67,539,1000,Sachteen,BC_SAC_DSS,Upper Harrison,BC_UHT_DSS,NULL
6171,29527,3L003,BC Hydro,BC,British Columbia,1,ac,10.237,6.319,10.237,6.319,360,4.49,570,1000,Rosedale,BC_ROS_DSS,Wahleach GS,BC_WAH_GSS,NULL
6172,29528,3L005,BC Hydro,BC,British Columbia,1,ac,78.281,48.321,78.281,48.321,360,34.37,539,1000,Rosedale,BC_ROS_DSS,Upper Harrison,BC_UHT_DSS,NULL
6173,29529,3L013,BC Hydro,BC,British Columbia,1,ac,0.521,0.322,0.521,0.322,360,0.23,570,1000,Bridge River 2 GS,BC_BR2_GSS,Bridge River TS,BC_BRT_TSS,NULL
6174,29530,3L014,BC Hydro,BC,British Columbia,1,ac,0.470,0.290,0.470,0.290,360,0.21,570,1000,Bridge River 1 GS,BC_BR1_GSS,Bridge River TS,BC_BRT_TSS,NULL
6175,29531,3L015,BC Hydro,BC,British Columbia,1,ac,1.204,0.743,1.204,0.743,360,0.53,570,1000,Bridge River 1 GS,BC_BR1_GSS,Bridge River TS,BC_BRT_TSS,NULL
6176,29532,3L016,BC Hydro,BC,British Columbia,1,ac,1.288,0.795,1.288,0.795,360,0.57,570,1000,Bridge River 1 GS,BC_BR1_GSS,Bridge River TS,BC_BRT_TSS,NULL
6177,29533,40L,FortisBC,BC,British Columbia,1,ac,7.500,4.630,7.500,4.630,230,3.60,402,435,Bentley TS,BC_BEN_TSS,Vaseux Lake TS,BC_VAS_TSS,NULL
6178,29534,42L,FortisBC,BC,British Columbia,1,ac,9.500,5.864,34.000,20.988,63,12.92,30,33,Kaledon,BC_KAL2_DSS,Huth Avenue,BC_HUT_DSS,KLD used for Kaledon to avoid confusion with KAL - Kalum
6179,29535,42L,FortisBC,BC,British Columbia,1,ac,7.000,4.321,34.000,20.988,63,12.92,30,33,OK Falls,BC_OKF_DSS,Kaledon,BC_KAL2_DSS,KLD used for Kaledon to avoid confusion with KAL - Kalum
6180,29536,42L,FortisBC,BC,British Columbia,1,ac,17.500,10.802,34.000,20.988,63,12.92,30,33,Oliver TS,BC_OLI_TSS,OK Falls,BC_OKF_DSS,NULL
6181,29537,43AL,FortisBC,BC,British Columbia,1,ac,4.000,2.469,4.000,2.469,138,1.73,141,156,Hedley,BC_HED_DSS,Mascot Mines,BC_MAS_ISS,NULL
6182,29538,43L,FortisBC,BC,British Columbia,1,ac,27.500,16.975,85.000,52.469,138,36.85,141,156,Princeton,BC_PRI_DSS,BC Gas,BC_BCG_ISS,NULL
6183,29539,43L,FortisBC,BC,British Columbia,1,ac,24.000,14.815,85.000,52.469,138,36.85,141,156,Keremeos,BC_KER_DSS,Bentley TS,BC_BEN_TSS,NULL
6184,29540,43L,FortisBC,BC,British Columbia,1,ac,6.000,3.704,85.000,52.469,138,36.85,141,156,BC Gas,BC_BCG_ISS,Hedley,BC_HED_DSS,NULL
6185,29541,43L,FortisBC,BC,British Columbia,1,ac,27.500,16.975,85.000,52.469,138,36.85,141,156,Hedley,BC_HED_DSS,Keremeos,BC_KER_DSS,NULL
6186,29542,44L,FortisBC,BC,British Columbia,1,ac,17.500,10.802,18.500,11.420,63,7.03,30,33,Pine,BC_PNE_DSS,Osoyoos,BC_OSO_DSS,PNE used for Pine to avoid confusion with PIN - Pingston
6187,29543,44L,FortisBC,BC,British Columbia,1,ac,1.000,0.617,18.500,11.420,63,7.03,30,33,Oliver TS,BC_OLI_TSS,Pine,BC_PNE_DSS,PNE used for Pine to avoid confusion with PIN - Pingston
6188,29544,45L,FortisBC,BC,British Columbia,1,ac,7.500,4.630,11.000,6.790,63,4.18,30,33,Westminster,BC_WES_DSS,Arawana,BC_AWA_DSS,NULL
6189,29545,45L,FortisBC,BC,British Columbia,1,ac,3.500,2.160,11.000,6.790,63,4.18,30,33,RG Anderson TS,BC_RGA_TSS,Westminster,BC_WES_DSS,NULL
6190,29546,46L,FortisBC,BC,British Columbia,1,ac,11.500,7.099,11.500,7.099,138,4.99,141,156,FA Lee TS,BC_LEE_TSS,Duck Lake,BC_DUC_DSS,NULL
6191,29547,47L,FortisBC,BC,British Columbia,1,ac,2.500,1.543,2.500,1.543,63,0.95,30,33,Huth Avenue,BC_HUT_DSS,Waterford,BC_WAT_DSS,NULL
6192,29548,48L,FortisBC,BC,British Columbia,1,ac,47.500,29.321,47.500,29.321,161,21.38,193,212,Bentley TS,BC_BEN_TSS,Grand Forks TS,BC_GFT_TSS,NULL
6193,29549,49L,FortisBC,BC,British Columbia,1,ac,3.500,2.160,14.000,8.642,63,5.32,30,33,Trout Creek,BC_TRC_DSS,Summerland,BC_SUM_DSS,NULL
6194,29550,49L,FortisBC,BC,British Columbia,1,ac,7.500,4.630,14.000,8.642,63,5.32,30,33,West Bench,BC_WEB_DSS,Trout Creek,BC_TRC_DSS,NULL
6195,29551,49L,FortisBC,BC,British Columbia,1,ac,3.000,1.852,14.000,8.642,63,5.32,30,33,Huth Avenue,BC_HUT_DSS,West Bench,BC_WEB_DSS,NULL
6196,29552,50L,FortisBC,BC,British Columbia,1,ac,5.000,3.086,14.000,8.642,138,6.07,141,156,Sexsmith,BC_SEX_DSS,Glenmore FBC,BC_GLE_DSS,NULL
6197,29553,50L,FortisBC,BC,British Columbia,1,ac,1.500,0.926,14.000,8.642,138,6.07,141,156,Saucier,BC_SAU_DSS,Hollywood JCT,BC_HOL_JCT,NULL
6198,29554,50L,FortisBC,BC,British Columbia,1,ac,2.500,1.543,14.000,8.642,138,6.07,141,156,Glenmore FBC,BC_GLE_DSS,Recreation,BC_REC_DSS,NULL
6199,29555,50L,FortisBC,BC,British Columbia,1,ac,1.500,0.926,14.000,8.642,138,6.07,141,156,Recreation,BC_REC_DSS,Saucier,BC_SAU_DSS,NULL
6200,29556,50L,FortisBC,BC,British Columbia,1,ac,3.500,2.160,14.000,8.642,138,6.07,141,156,FA Lee TS,BC_LEE_TSS,Sexsmith,BC_SEX_DSS,NULL
6201,29557,51L,FortisBC,BC,British Columbia,1,ac,2.500,1.543,4.500,2.778,138,1.95,141,156,Okanagan Mission,BC_OKM_DSS,Benvoulin,BC_BEV_DSS,NULL
6202,29558,51L,FortisBC,BC,British Columbia,1,ac,2.000,1.235,4.500,2.778,138,1.95,141,156,Hollywood JCT,BC_HOL_JCT,Okanagan Mission,BC_OKM_DSS,NULL
6203,29559,52L,FortisBC,BC,British Columbia,1,ac,3.500,2.160,3.500,2.160,63,1.33,30,33,Huth Avenue,BC_HUT_DSS,RG Anderson TS,BC_RGA_TSS,NULL
6204,29560,53L,FortisBC,BC,British Columbia,1,ac,3.500,2.160,3.500,2.160,63,1.33,30,33,Huth Avenue,BC_HUT_DSS,RG Anderson TS,BC_RGA_TSS,NULL
6205,29561,54L,FortisBC,BC,British Columbia,1,ac,11.000,6.790,11.000,6.790,138,4.77,141,156,Black Mountain,BC_BLK_DSS,DG Bell TS,BC_DGB_TSS,NULL
6206,29562,55L,FortisBC,BC,British Columbia,1,ac,6.000,3.704,12.500,7.716,138,5.42,141,156,Hollywood,BC_HOL_DSS,FA Lee TS,BC_LEE_TSS,NULL
6207,29563,55L,FortisBC,BC,British Columbia,1,ac,6.500,4.012,12.500,7.716,138,5.42,141,156,Hollywood JCT,BC_HOL_JCT,Hollywood,BC_HOL_DSS,NULL
6208,29564,56L,FortisBC,BC,British Columbia,1,ac,5.000,3.086,5.000,3.086,138,2.17,141,156,Princeton JCT,BC_PRI_JCT,Princeton,BC_PRI_DSS,NULL
6209,29565,57L,FortisBC,BC,British Columbia,1,ac,36.000,22.222,40.000,24.691,138,17.34,141,156,Joe Riche,BC_JRH_DSS,Big White,BC_BWS_DSS,JRH used for Joe Riche to avoid confusion with JOR - Jordan River
6210,29566,57L,FortisBC,BC,British Columbia,1,ac,4.000,2.469,40.000,24.691,138,17.34,141,156,Black Mountain,BC_BLK_DSS,Joe Riche,BC_JRH_DSS,JRH used for Joe Riche to avoid confusion with JOR - Jordan River
6211,29567,58L,FortisBC,BC,British Columbia,1,ac,4.000,2.469,4.000,2.469,138,1.73,141,156,FA Lee TS,BC_LEE_TSS,Black Mountain,BC_BLK_DSS,NULL
6212,29568,5L001,BC Hydro,BC,British Columbia,1,ac,277.786,171.473,277.786,171.473,500,109.73,1676,2440,GM Shrum GS,BC_GMS_GSS,Williston,BC_WSN_DSS,NULL
6213,29569,5L002,BC Hydro,BC,British Columbia,1,ac,277.642,171.384,277.642,171.384,500,109.67,1676,2440,GM Shrum GS,BC_GMS_GSS,Williston,BC_WSN_DSS,NULL
6214,29570,5L003,BC Hydro,BC,British Columbia,1,ac,138.414,85.441,138.414,85.441,500,54.67,1676,2440,Peace Canyon GS,BC_PCN_GSS,Kennedy,BC_KDS_DSS,NULL
6215,29571,5L004,BC Hydro,BC,British Columbia,1,ac,13.963,8.619,13.963,8.619,500,5.52,1949,2689,GM Shrum GS,BC_GMS_GSS,Peace Canyon GS,BC_PCN_GSS,NULL
6216,29572,5L005,BC Hydro,BC,British Columbia,1,ac,74.920,46.247,74.920,46.247,500,29.59,2550,3225,South Bank,BC_SBK_DSS,Peace Canyon GS,BC_PCN_GSS,NULL
6217,29573,5L006,BC Hydro,BC,British Columbia,1,ac,74.802,46.174,74.802,46.174,500,29.55,2550,3225,South Bank,BC_SBK_DSS,Peace Canyon GS,BC_PCN_GSS,NULL
6218,29574,5L007,BC Hydro,BC,British Columbia,1,ac,138.748,85.647,138.748,85.647,500,54.81,1949,2689,Kennedy,BC_KDS_DSS,Williston,BC_WSN_DSS,NULL
6219,29575,5L011,BC Hydro,BC,British Columbia,1,ac,330.078,203.752,330.078,203.752,500,130.38,1949,2588,Williston,BC_WSN_DSS,Kelly Lake,BC_KLY_DSS,NULL
6220,29576,5L012,BC Hydro,BC,British Columbia,1,ac,330.075,203.750,330.075,203.750,500,130.38,1949,2689,Williston,BC_WSN_DSS,Kelly Lake,BC_KLY_DSS,NULL
6221,29577,5L013,BC Hydro,BC,British Columbia,1,ac,330.139,203.789,330.139,203.789,500,130.40,2638,3560,Williston,BC_WSN_DSS,Kelly Lake,BC_KLY_DSS,NULL
6222,29578,5L029,BC Hydro,BC,British Columbia,1,ac,68.728,42.425,68.728,42.425,500,27.15,982,982,Malaspina,BC_MSA_DSS,Dunsmuir,BC_DMR_DSS,NULL
6223,29579,5L030,BC Hydro,BC,British Columbia,1,ac,80.143,49.471,80.143,49.471,500,31.66,2524,3041,Cheekye,BC_CKY_DSS,Malaspina,BC_MSA_DSS,NULL
6224,29580,5L031,BC Hydro,BC,British Columbia,1,ac,68.572,42.328,68.572,42.328,500,27.09,982,982,Malaspina,BC_MSA_DSS,Dunsmuir,BC_DMR_DSS,NULL
6225,29581,5L032,BC Hydro,BC,British Columbia,1,ac,80.364,49.607,80.364,49.607,500,31.74,2524,3041,Cheekye,BC_CKY_DSS,Malaspina,BC_MSA_DSS,NULL
6226,29582,5L040,BC Hydro,BC,British Columbia,1,ac,49.717,30.690,49.717,30.690,500,19.64,1945,2687,Clayburn,BC_CBN_DSS,Ingledow,BC_ING_DSS,NULL
6227,29583,5L041,BC Hydro,BC,British Columbia,1,ac,130.000,80.247,271.633,167.675,500,107.30,1949,2588,Kwoiek Creek GS,BC_KCH_GSS,Clayburn,BC_CBN_DSS,NULL
6228,29584,5L041,BC Hydro,BC,British Columbia,1,ac,141.633,87.428,271.633,167.675,500,107.30,1949,2588,Kelly Lake,BC_KLY_DSS,Kwoiek Creek GS,BC_KCH_GSS,NULL
6229,29585,5L042,BC Hydro,BC,British Columbia,1,ac,196.893,121.539,196.893,121.539,500,77.77,1676,2440,Kelly Lake,BC_KLY_DSS,Cheekye,BC_CKY_DSS,NULL
6230,29586,5L044,BC Hydro,BC,British Columbia,1,ac,19.523,12.051,19.523,12.051,500,7.71,1949,2705,Meridian,BC_MDN_DSS,Ingledow,BC_ING_DSS,NULL
6231,29587,5L045,BC Hydro,BC,British Columbia,1,ac,66.723,41.187,66.723,41.187,500,26.36,1676,2440,Cheekye,BC_CKY_DSS,Meridian,BC_MDN_DSS,NULL
6232,29588,5L051,BC Hydro,BC,British Columbia,1,ac,21.794,13.453,21.794,13.453,500,8.61,700,700,Ingledow,BC_ING_DSS,INT Ingledow BPA,XX_BCUS1_INT,NULL
6233,29589,5L052,BC Hydro,BC,British Columbia,1,ac,21.801,13.457,21.801,13.457,500,8.61,700,700,Ingledow,BC_ING_DSS,INT Ingledow BPA,XX_BCUS1_INT,NULL
6234,29590,5L061,BC Hydro,BC,British Columbia,1,ac,174.722,107.853,174.722,107.853,500,69.02,1559,2447,Williston,BC_WSN_DSS,Glenannan,BC_GLN_DSS,NULL
6235,29591,5L062,BC Hydro,BC,British Columbia,1,ac,130.726,80.695,130.726,80.695,500,51.64,1559,2447,Glenannan,BC_GLN_DSS,Telkwa,BC_TKW_DSS,NULL
6236,29592,5L063,BC Hydro,BC,British Columbia,1,ac,142.789,88.142,142.789,88.142,500,56.40,1559,2366,Telkwa,BC_TKW_DSS,Skeena,BC_SKA_DSS,NULL
6237,29593,5L071,BC Hydro,BC,British Columbia,1,ac,285.302,176.112,285.302,176.112,500,112.69,1765,2574,Mica GS,BC_MCA_GSS,Nicola TS,BC_NIC_TSS,NULL
6238,29594,5L072,BC Hydro,BC,British Columbia,1,ac,285.255,176.084,285.255,176.084,500,112.68,1765,2574,Mica GS,BC_MCA_GSS,Nicola TS,BC_NIC_TSS,NULL
6239,29595,5L075,BC Hydro,BC,British Columbia,1,ac,83.696,51.664,83.696,51.664,500,33.06,2237,2574,Revelstoke GS,BC_REV_GSS,Ashton Creek,BC_ACK_DSS,NULL
6240,29596,5L076,BC Hydro,BC,British Columbia,1,ac,117.776,72.701,117.776,72.701,500,46.52,1765,2574,Ashton Creek,BC_ACK_DSS,Nicola TS,BC_NIC_TSS,NULL
