transmission_line_id,transmission_circuit_id,owner,province,operating_region,number_of_circuits,current_type,line_segment_length_km,line_segment_length_mi,line_length_km,line_length_mi,voltage,Transmission_Line_Reactance,Transmission_Line_Segment_Reactance,ttc_summer,ttc_winter,network_node_name_starting,network_node_code_starting,network_node_name_ending,network_node_code_ending,notes,starting_node_code,ending_node_code,summer_rating_mw,winter_rating_mw,reactance_ohm,segment_reactance,length_km,voltage_kV,s_nom,name,type,bus0,bus1,length,v_nom
32581,60L283,BC Hydro,BC,British Columbia,1,ac,20.56,12.691,37.56,23.185,69,14.43,7.9,49,93,Fort Steele JCT,BC_FST_JCT,Marysville JCT,BC_MVL_JCT,,BC_FST_JCT,BC_MVL_JCT,49,93,14.43,7.9,37.56,69,54.4444,FST_JCT_MVL_JCT,69kV,69_FST_JCT,69_MVL_JCT,20.56,69
32582,60L283,BC Hydro,BC,British Columbia,1,ac,2.0,1.235,37.56,23.185,69,14.43,0.77,49,93,Marysville JCT,BC_MVL_JCT,Kimberley,BC_KBY_DSS,,BC_MVL_JCT,BC_KBY_DSS,49,93,14.43,0.77,37.56,69,54.4444,MVL_JCT_KBY_DSS,69kV,69_MVL_JCT,69_KBY_DSS,2.0,69
32583,60L283FST,BC Hydro,BC,British Columbia,1,ac,0.078,0.048,0.078,0.048,69,0.03,0.03,30,55,Fort Steele JCT,BC_FST_JCT,Fort Steele,BC_FST_DSS,,BC_FST_JCT,BC_FST_DSS,30,55,0.03,0.03,0.078,69,33.3333,FST_JCT_FST_DSS,69kV,69_FST_JCT,69_FST_DSS,0.078,69
32584,60L283MVL,BC Hydro,BC,British Columbia,1,ac,0.072,0.045,0.072,0.045,69,0.03,0.03,49,93,Marysville JCT,BC_MVL_JCT,Marysville,BC_MVL_DSS,,BC_MVL_JCT,BC_MVL_DSS,49,93,0.03,0.03,0.072,69,54.4444,MVL_JCT_MVL_DSS,69kV,69_MVL_JCT,69_MVL_DSS,0.072,69
32585,60L284,BC Hydro,BC,British Columbia,1,ac,12.0,7.407,24.0,14.815,69,9.22,4.61,62,118,Cranbrook,BC_CBK_DSS,Moyie JCT,BC_MYE_JCT,,BC_CBK_DSS,BC_MYE_JCT,62,118,9.22,4.61,24.0,69,68.8889,CBK_DSS_MYE_JCT,69kV,69_CBK_DSS,69_MYE_JCT,12.0,69
32586,60L284,BC Hydro,BC,British Columbia,1,ac,12.0,7.407,24.0,14.815,69,9.22,4.61,62,118,Moyie JCT,BC_MYE_JCT,Steeples,BC_SPL_DSS,,BC_MYE_JCT,BC_SPL_DSS,62,118,9.22,4.61,24.0,69,68.8889,MYE_JCT_SPL_DSS,69kV,69_MYE_JCT,69_SPL_DSS,12.0,69
32587,60L284MYE,BC Hydro,BC,British Columbia,1,ac,27.39,16.907,27.39,16.907,69,10.53,10.53,16,28,Moyie JCT,BC_MYE_JCT,Moyie,BC_MYE_DSS,,BC_MYE_JCT,BC_MYE_DSS,16,28,10.53,10.53,27.39,69,17.7778,MYE_JCT_MYE_DSS,69kV,69_MYE_JCT,69_MYE_DSS,27.39,69
32588,60L285,BC Hydro,BC,British Columbia,1,ac,4.218,2.604,4.218,2.604,69,1.62,1.62,49,93,Natal,BC_NTL_DSS,Sparwood,BC_SPD_DSS,,BC_NTL_DSS,BC_SPD_DSS,49,93,1.62,1.62,4.218,69,54.4444,NTL_DSS_SPD_DSS,69kV,69_NTL_DSS,69_SPD_DSS,4.218,69
32589,60L287,BC Hydro,BC,British Columbia,1,ac,1.18,0.728,1.18,0.728,69,0.45,0.45,20,35,Elko GS,BC_ELK_GSS,Crestbrook,BC_CFE_DSS,,BC_ELK_GSS,BC_CFE_DSS,20,35,0.45,0.45,1.18,69,22.2222,ELK_GSS_CFE_DSS,69kV,69_ELK_GSS,69_CFE_DSS,1.18,69
32590,60L288,Elkview Coal,BC,British Columbia,1,ac,2.0,1.235,2.47,1.525,69,0.95,0.77,50,65,Elkview PN6 JCT,BC_PN6_JCT,Elkview Coal,BC_EV1_ISS,,BC_PN6_JCT,BC_EV1_ISS,50,65,0.95,0.77,2.47,69,55.5556,PN6_JCT_EV1_ISS,69kV,69_PN6_JCT,69_EV1_ISS,2.0,69
32591,60L288,BC Hydro,BC,British Columbia,1,ac,0.47,0.29,2.47,1.525,69,0.95,0.18,39,46,Natal,BC_NTL_DSS,Elkview PN6 JCT,BC_PN6_JCT,,BC_NTL_DSS,BC_PN6_JCT,39,46,0.95,0.18,2.47,69,43.3333,NTL_DSS_PN6_JCT,69kV,69_NTL_DSS,69_PN6_JCT,0.47,69
32592,60L288PN6,Elkview Coal,BC,British Columbia,1,ac,1.0,0.617,2.0,1.235,69,0.77,0.38,34,45,Elkview PN6,BC_PN6_ISS,Elkview MCL,BC_MCL_ISS,,BC_PN6_ISS,BC_MCL_ISS,34,45,0.77,0.38,2.0,69,37.7778,PN6_ISS_MCL_ISS,69kV,69_PN6_ISS,69_MCL_ISS,1.0,69
32593,60L288PN6,Elkview Coal,BC,British Columbia,1,ac,1.0,0.617,2.0,1.235,69,0.77,0.38,34,45,Elkview PN6 JCT,BC_PN6_JCT,Elkview PN6,BC_PN6_ISS,,BC_PN6_JCT,BC_PN6_ISS,34,45,0.77,0.38,2.0,69,37.7778,PN6_JCT_PN6_ISS,69kV,69_PN6_JCT,69_PN6_ISS,1.0,69
32594,60L289,BC Hydro,BC,British Columbia,1,ac,1.0,0.617,16.46,10.16,69,6.33,0.38,30,55,Bull River Mineral JCT,BC_BRM_JCT,Wardner,BC_WAR_DSS,,BC_BRM_JCT,BC_WAR_DSS,30,55,6.33,0.38,16.46,69,33.3333,BRM_JCT_WAR_DSS,69kV,69_BRM_JCT,69_WAR_DSS,1.0,69
32595,60L289,BC Hydro,BC,British Columbia,1,ac,14.46,8.926,16.46,10.16,69,6.33,5.56,30,55,Cranbrook,BC_CBK_DSS,Bull River Mineral JCT,BC_BRM_JCT,,BC_CBK_DSS,BC_BRM_JCT,30,55,6.33,5.56,16.46,69,33.3333,CBK_DSS_BRM_JCT,69kV,69_CBK_DSS,69_BRM_JCT,14.46,69
32596,60L289,BC Hydro,BC,British Columbia,1,ac,1.0,0.617,16.46,10.16,69,6.33,0.38,30,55,Wardner,BC_WAR_DSS,Aberfeldie GS,BC_ABN_GSS,,BC_WAR_DSS,BC_ABN_GSS,30,55,6.33,0.38,16.46,69,33.3333,WAR_DSS_ABN_GSS,69kV,69_WAR_DSS,69_ABN_GSS,1.0,69
32597,60L289BRM,BC Hydro,BC,British Columbia,1,ac,0.55,0.34,0.55,0.34,69,0.21,0.21,36,39,Bull River Mineral JCT,BC_BRM_JCT,Bull River Mineral,BC_BRM_ISS,,BC_BRM_JCT,BC_BRM_ISS,36,39,0.21,0.21,0.55,69,40.0,BRM_JCT_BRM_ISS,69kV,69_BRM_JCT,69_BRM_ISS,0.55,69
32598,60L290,BC Hydro,BC,British Columbia,1,ac,3.852,2.378,3.852,2.378,69,1.48,1.48,17,31,Elko GS,BC_ELK_GSS,Windsor JCT,BC_WIN_JCT,,BC_ELK_GSS,BC_WIN_JCT,17,31,1.48,1.48,3.852,69,18.8889,ELK_GSS_WIN_JCT,69kV,69_ELK_GSS,69_WIN_JCT,3.852,69
32599,60L290WIN,BC Hydro,BC,British Columbia,1,ac,0.01,0.006,0.01,0.006,69,0.0,0.0,17,31,Windsor JCT,BC_WIN_JCT,Windsor,BC_WIN_DSS,,BC_WIN_JCT,BC_WIN_DSS,17,31,0.0,0.0,0.01,69,18.8889,WIN_JCT_WIN_DSS,69kV,69_WIN_JCT,69_WIN_DSS,0.01,69
32600,60L292,BC Hydro,BC,British Columbia,1,ac,3.0,1.852,16.6,10.247,69,6.38,1.15,13,23,Coal Mountain JCT,BC_CMO_JCT,Crowsnest TransCanada JCT,BC_CNT_JCT,,BC_CMO_JCT,BC_CNT_JCT,13,23,6.38,1.15,16.6,69,14.4444,CMO_JCT_CNT_JCT,69kV,69_CMO_JCT,69_CNT_JCT,3.0,69
32601,60L292,BC Hydro,BC,British Columbia,1,ac,3.6,2.222,16.6,10.247,69,6.38,1.38,13,23,Crowsnest TransCanada JCT,BC_CNT_JCT,Crowsnest Pass GS,BC_CRW_GSS,,BC_CNT_JCT,BC_CRW_GSS,13,23,6.38,1.38,16.6,69,14.4444,CNT_JCT_CRW_GSS,69kV,69_CNT_JCT,69_CRW_GSS,3.6,69
32602,60L292,BC Hydro,BC,British Columbia,1,ac,10.0,6.173,16.6,10.247,69,6.38,3.84,30,55,Natal,BC_NTL_DSS,Coal Mountain JCT,BC_CMO_JCT,,BC_NTL_DSS,BC_CMO_JCT,30,55,6.38,3.84,16.6,69,33.3333,NTL_DSS_CMO_JCT,69kV,69_NTL_DSS,69_CMO_JCT,10.0,69
32603,60L292CMO,BC Hydro,BC,British Columbia,1,ac,24.351,15.032,24.351,15.032,69,9.36,9.36,30,55,Coal Mountain JCT,BC_CMO_JCT,Coal Mountain,BC_CMO_DSS,,BC_CMO_JCT,BC_CMO_DSS,30,55,9.36,9.36,24.351,69,33.3333,CMO_JCT_CMO_DSS,69kV,69_CMO_JCT,69_CMO_DSS,24.351,69
32604,60L292CNT,BC Hydro,BC,British Columbia,1,ac,0.27,0.167,0.27,0.167,69,0.1,0.1,36,39,Crowsnest TransCanada JCT,BC_CNT_JCT,Crowsnest TransCanada,BC_CNT_ISS,,BC_CNT_JCT,BC_CNT_ISS,36,39,0.1,0.1,0.27,69,40.0,CNT_JCT_CNT_ISS,69kV,69_CNT_JCT,69_CNT_ISS,0.27,69
32605,60L294,BC Hydro,BC,British Columbia,1,ac,32.087,19.807,64.174,39.614,69,24.66,12.33,30,55,Elko GS,BC_ELK_GSS,Windsor JCT,BC_WIN_JCT,,BC_ELK_GSS,BC_WIN_JCT,30,55,24.66,12.33,64.174,69,33.3333,ELK_GSS_WIN_JCT,69kV,69_ELK_GSS,69_WIN_JCT,32.087,69
32606,60L294,BC Hydro,BC,British Columbia,1,ac,32.087,19.807,64.174,39.614,69,24.66,12.33,30,55,Windsor JCT,BC_WIN_JCT,Aberfeldie GS,BC_ABN_GSS,,BC_WIN_JCT,BC_ABN_GSS,30,55,24.66,12.33,64.174,69,33.3333,WIN_JCT_ABN_GSS,69kV,69_WIN_JCT,69_ABN_GSS,32.087,69
32607,60L294WIN,BC Hydro,BC,British Columbia,1,ac,3.0,1.852,3.0,1.852,69,1.15,1.15,30,55,Windsor JCT,BC_WIN_JCT,Windsor,BC_WIN_DSS,,BC_WIN_JCT,BC_WIN_DSS,30,55,1.15,1.15,3.0,69,33.3333,WIN_JCT_WIN_DSS,69kV,69_WIN_JCT,69_WIN_DSS,3.0,69
32608,60L295,BC Hydro,BC,British Columbia,1,ac,11.6,7.161,11.95,7.377,69,4.59,4.46,62,93,Steeples JCT,BC_SPL_JCT,Joseph Creek,BC_JOE_DSS,,BC_SPL_JCT,BC_JOE_DSS,62,93,4.59,4.46,11.95,69,68.8889,SPL_JCT_JOE_DSS,69kV,69_SPL_JCT,69_JOE_DSS,11.6,69
32609,60L295,BC Hydro,BC,British Columbia,1,ac,0.35,0.216,11.95,7.377,69,4.59,0.13,62,118,Steeples JCT,BC_SPL_JCT,Steeples,BC_SPL_DSS,,BC_SPL_JCT,BC_SPL_DSS,62,118,4.59,0.13,11.95,69,68.8889,SPL_JCT_SPL_DSS,69kV,69_SPL_JCT,69_SPL_DSS,0.35,69
32610,60L298,BC Hydro,BC,British Columbia,1,ac,21.766,13.436,21.766,13.436,69,8.36,8.36,49,93,Joseph Creek,BC_JOE_DSS,Kimberley,BC_KBY_DSS,,BC_JOE_DSS,BC_KBY_DSS,49,93,8.36,8.36,21.766,69,54.4444,JOE_DSS_KBY_DSS,69kV,69_JOE_DSS,69_KBY_DSS,21.766,69
32611,60L299,BC Hydro,BC,British Columbia,1,ac,18.22,11.247,18.22,11.247,69,7.0,7.0,62,118,Cranbrook,BC_CBK_DSS,Joseph Creek,BC_JOE_DSS,,BC_CBK_DSS,BC_JOE_DSS,62,118,7.0,7.0,18.22,69,68.8889,CBK_DSS_JOE_DSS,69kV,69_CBK_DSS,69_JOE_DSS,18.22,69
32612,60L300,BC Hydro,BC,British Columbia,1,ac,20.15,12.438,51.3,31.667,69,19.71,7.74,26,43,Gibraltar Wells JCT,BC_GBW_JCT,West Fraser Quesnel Plywood JCT,BC_WQL_JCT,,BC_GBW_JCT,BC_WQL_JCT,26,43,19.71,7.74,51.3,69,28.8889,GBW_JCT_WQL_JCT,69kV,69_GBW_JCT,69_WQL_JCT,20.15,69
32613,60L300,BC Hydro,BC,British Columbia,1,ac,1.0,0.617,51.3,31.667,69,19.71,0.38,96,115,Marguerite JCT,BC_MGT_JCT,Gibraltar Wells JCT,BC_GBW_JCT,,BC_MGT_JCT,BC_GBW_JCT,96,115,19.71,0.38,51.3,69,106.6667,MGT_JCT_GBW_JCT,69kV,69_MGT_JCT,69_GBW_JCT,1.0,69
32614,60L300,BC Hydro,BC,British Columbia,1,ac,5.0,3.086,51.3,31.667,69,19.71,1.92,96,115,Mount Polley Mining JCT,BC_MTP_JCT,Marguerite JCT,BC_MGT_JCT,,BC_MTP_JCT,BC_MGT_JCT,96,115,19.71,1.92,51.3,69,106.6667,MTP_JCT_MGT_JCT,69kV,69_MTP_JCT,69_MGT_JCT,5.0,69
32615,60L300,BC Hydro,BC,British Columbia,1,ac,5.0,3.086,51.3,31.667,69,19.71,1.92,97,110,Soda Creek,BC_SCK_DSS,Mount Polley Mining JCT,BC_MTP_JCT,,BC_SCK_DSS,BC_MTP_JCT,97,110,19.71,1.92,51.3,69,107.7778,SCK_DSS_MTP_JCT,69kV,69_SCK_DSS,69_MTP_JCT,5.0,69
32616,60L300,BC Hydro,BC,British Columbia,1,ac,20.15,12.438,51.3,31.667,69,19.71,7.74,26,43,West Fraser Quesnel Plywood JCT,BC_WQL_JCT,Barlow,BC_BLW_DSS,,BC_WQL_JCT,BC_BLW_DSS,26,43,19.71,7.74,51.3,69,28.8889,WQL_JCT_BLW_DSS,69kV,69_WQL_JCT,69_BLW_DSS,20.15,69
32617,60L300GBR,BC Hydro,BC,British Columbia,1,ac,10.38,6.407,10.38,6.407,69,3.99,3.99,51,86,Gibraltar Wells,BC_GBW_ISS,Gibraltar Mine,BC_GBR_ISS,,BC_GBW_ISS,BC_GBR_ISS,51,86,3.99,3.99,10.38,69,56.6667,GBW_ISS_GBR_ISS,69kV,69_GBW_ISS,69_GBR_ISS,10.38,69
32618,60L300GBW,BC Hydro,BC,British Columbia,1,ac,0.044,0.027,0.044,0.027,69,0.02,0.02,51,86,Gibraltar Wells JCT,BC_GBW_JCT,Gibraltar Wells,BC_GBW_ISS,,BC_GBW_JCT,BC_GBW_ISS,51,86,0.02,0.02,0.044,69,56.6667,GBW_JCT_GBW_ISS,69kV,69_GBW_JCT,69_GBW_ISS,0.044,69
32619,60L300GVL,BC Hydro,BC,British Columbia,1,ac,0.02,0.012,0.02,0.012,69,0.01,0.01,56,71,Gavin Lake JCT,BC_GVL_JCT,Gavin Lake,BC_GVL_DSS,,BC_GVL_JCT,BC_GVL_DSS,56,71,0.01,0.01,0.02,69,62.2222,GVL_JCT_GVL_DSS,69kV,69_GVL_JCT,69_GVL_DSS,0.02,69
32620,60L300MGT,BC Hydro,BC,British Columbia,1,ac,0.259,0.16,0.259,0.16,69,0.1,0.1,26,43,Marguerite JCT,BC_MGT_JCT,Marguerite,BC_MGT_DSS,,BC_MGT_JCT,BC_MGT_DSS,26,43,0.1,0.1,0.259,69,28.8889,MGT_JCT_MGT_DSS,69kV,69_MGT_JCT,69_MGT_DSS,0.259,69
32621,60L300MTP,BC Hydro,BC,British Columbia,1,ac,8.5,5.247,58.5,36.111,69,22.48,3.27,97,116,Gavin Lake JCT,BC_GVL_JCT,Mount Polley Mining,BC_MTP_DSS,,BC_GVL_JCT,BC_MTP_DSS,97,116,22.48,3.27,58.5,69,107.7778,GVL_JCT_MTP_DSS,69kV,69_GVL_JCT,69_MTP_DSS,8.5,69
32622,60L300MTP,BC Hydro,BC,British Columbia,1,ac,50.0,30.864,58.5,36.111,69,22.48,19.21,97,116,Mount Polley Mining JCT,BC_MTP_JCT,Gavin Lake JCT,BC_GVL_JCT,,BC_MTP_JCT,BC_GVL_JCT,97,116,22.48,19.21,58.5,69,107.7778,MTP_JCT_GVL_JCT,69kV,69_MTP_JCT,69_GVL_JCT,50.0,69
32623,60L300WQL,BC Hydro,BC,British Columbia,1,ac,0.96,0.593,0.96,0.593,69,0.37,0.37,32,51,West Fraser Quesnel Plywood JCT,BC_WQL_JCT,West Fraser Quesnel Plywood,BC_WQL_ISS,,BC_WQL_JCT,BC_WQL_ISS,32,51,0.37,0.37,0.96,69,35.5556,WQL_JCT_WQL_ISS,69kV,69_WQL_JCT,69_WQL_ISS,0.96,69
32624,60L301,BC Hydro,BC,British Columbia,1,ac,1.24,0.765,101.24,62.494,69,38.91,0.48,30,50,Ainsworth JCT,BC_AWL_JCT,Hundred Mile House,BC_HMH_DSS,,BC_AWL_JCT,BC_HMH_DSS,30,50,38.91,0.48,101.24,69,33.3333,AWL_JCT_HMH_DSS,69kV,69_AWL_JCT,69_HMH_DSS,1.24,69
32625,60L301,BC Hydro,BC,British Columbia,1,ac,30.0,18.519,101.24,62.494,69,38.91,11.53,30,50,Carquille,BC_CRQ_DSS,Clinton JCT,BC_CLN_JCT,,BC_CRQ_DSS,BC_CLN_JCT,30,50,38.91,11.53,101.24,69,33.3333,CRQ_DSS_CLN_JCT,69kV,69_CRQ_DSS,69_CLN_JCT,30.0,69
32626,60L301,BC Hydro,BC,British Columbia,1,ac,30.0,18.519,101.24,62.494,69,38.91,11.53,30,50,Clinton JCT,BC_CLN_JCT,Seventy Mile House JCT,BC_SMH_JCT,,BC_CLN_JCT,BC_SMH_JCT,30,50,38.91,11.53,101.24,69,33.3333,CLN_JCT_SMH_JCT,69kV,69_CLN_JCT,69_SMH_JCT,30.0,69
32627,60L301,BC Hydro,BC,British Columbia,1,ac,40.0,24.691,101.24,62.494,69,38.91,15.37,30,50,Seventy Mile House JCT,BC_SMH_JCT,Ainsworth JCT,BC_AWL_JCT,,BC_SMH_JCT,BC_AWL_JCT,30,50,38.91,15.37,101.24,69,33.3333,SMH_JCT_AWL_JCT,69kV,69_SMH_JCT,69_AWL_JCT,40.0,69
32628,60L301AWL,BC Hydro,BC,British Columbia,1,ac,2.5,1.543,2.5,1.543,69,0.96,0.96,36,43,Ainsworth JCT,BC_AWL_JCT,Ainsworth,BC_AWL_DSS,,BC_AWL_JCT,BC_AWL_DSS,36,43,0.96,0.96,2.5,69,40.0,AWL_JCT_AWL_DSS,69kV,69_AWL_JCT,69_AWL_DSS,2.5,69
32629,60L301CLN,BC Hydro,BC,British Columbia,1,ac,0.97,0.599,0.97,0.599,69,0.37,0.37,30,50,Clinton JCT,BC_CLN_JCT,Clinton,BC_CLN_DSS,,BC_CLN_JCT,BC_CLN_DSS,30,50,0.37,0.37,0.97,69,33.3333,CLN_JCT_CLN_DSS,69kV,69_CLN_JCT,69_CLN_DSS,0.97,69
32630,60L301SMH,BC Hydro,BC,British Columbia,1,ac,0.111,0.069,0.111,0.069,69,0.04,0.04,30,50,Seventy Mile House JCT,BC_SMH_JCT,Seventy Mile House,BC_SMH_DSS,,BC_SMH_JCT,BC_SMH_DSS,30,50,0.04,0.04,0.111,69,33.3333,SMH_JCT_SMH_DSS,69kV,69_SMH_JCT,69_SMH_DSS,0.111,69
32631,60L302,BC Hydro,BC,British Columbia,1,ac,18.0,11.111,21.73,13.414,69,8.35,6.92,51,86,Soda Creek,BC_SCK_DSS,Timber West JCT,BC_TWT_JCT,,BC_SCK_DSS,BC_TWT_JCT,51,86,8.35,6.92,21.73,69,56.6667,SCK_DSS_TWT_JCT,69kV,69_SCK_DSS,69_TWT_JCT,18.0,69
32632,60L302,BC Hydro,BC,British Columbia,1,ac,1.0,0.617,21.73,13.414,69,8.35,0.38,51,86,Timber West JCT,BC_TWT_JCT,West Fraser Williams Lake JCT,BC_WWL_JCT,,BC_TWT_JCT,BC_WWL_JCT,51,86,8.35,0.38,21.73,69,56.6667,TWT_JCT_WWL_JCT,69kV,69_TWT_JCT,69_WWL_JCT,1.0,69
32633,60L302,BC Hydro,BC,British Columbia,1,ac,1.0,0.617,21.73,13.414,69,8.35,0.38,51,86,Tolko Lignum JCT,BC_LGW_JCT,Williams Lake,BC_WLM_DSS,,BC_LGW_JCT,BC_WLM_DSS,51,86,8.35,0.38,21.73,69,56.6667,LGW_JCT_WLM_DSS,69kV,69_LGW_JCT,69_WLM_DSS,1.0,69
32634,60L302,BC Hydro,BC,British Columbia,1,ac,1.73,1.068,21.73,13.414,69,8.35,0.66,51,86,West Fraser Williams Lake JCT,BC_WWL_JCT,Tolko Lignum JCT,BC_LGW_JCT,,BC_WWL_JCT,BC_LGW_JCT,51,86,8.35,0.66,21.73,69,56.6667,WWL_JCT_LGW_JCT,69kV,69_WWL_JCT,69_LGW_JCT,1.73,69
32635,60L302LGW,BC Hydro,BC,British Columbia,1,ac,1.658,1.023,1.658,1.023,69,0.64,0.64,36,39,Tolko Lignum JCT,BC_LGW_JCT,Tolko Lignum,BC_LGW_DSS,,BC_LGW_JCT,BC_LGW_DSS,36,39,0.64,0.64,1.658,69,40.0,LGW_JCT_LGW_DSS,69kV,69_LGW_JCT,69_LGW_DSS,1.658,69
32636,60L302TWT,BC Hydro,BC,British Columbia,1,ac,0.009,0.005,0.009,0.005,69,0.0,0.0,36,39,Timber West JCT,BC_TWT_JCT,Timber West,BC_TWT_DSS,,BC_TWT_JCT,BC_TWT_DSS,36,39,0.0,0.0,0.009,69,40.0,TWT_JCT_TWT_DSS,69kV,69_TWT_JCT,69_TWT_DSS,0.009,69
32637,60L302WWL,BC Hydro,BC,British Columbia,1,ac,0.055,0.034,0.055,0.034,69,0.02,0.02,36,39,West Fraser Williams Lake JCT,BC_WWL_JCT,West Fraser Williams Lake,BC_WWL_ISS,,BC_WWL_JCT,BC_WWL_ISS,36,39,0.02,0.02,0.055,69,40.0,WWL_JCT_WWL_ISS,69kV,69_WWL_JCT,69_WWL_ISS,0.055,69
32638,60L303,BC Hydro,BC,British Columbia,1,ac,3.9,2.407,11.8,7.284,69,4.53,1.5,77,109,Cariboo Pulp JCT,BC_CBP_JCT,West Pine JCT,BC_WPN_JCT,,BC_CBP_JCT,BC_WPN_JCT,77,109,4.53,1.5,11.8,69,85.5556,CBP_JCT_WPN_JCT,69kV,69_CBP_JCT,69_WPN_JCT,3.9,69
32639,60L303,BC Hydro,BC,British Columbia,1,ac,0.6,0.37,11.8,7.284,69,4.53,0.23,97,116,Cariboo Pulp JCT,BC_CBP_JCT,Weldwood Quesnel JCT,BC_WWQ_JCT,,BC_CBP_JCT,BC_WWQ_JCT,97,116,4.53,0.23,11.8,69,107.7778,CBP_JCT_WWQ_JCT,69kV,69_CBP_JCT,69_WWQ_JCT,0.6,69
32640,60L303,BC Hydro,BC,British Columbia,1,ac,1.0,0.617,11.8,7.284,69,4.53,0.38,66,94,Quesnel,BC_QNL_DSS,Cariboo Pulp JCT,BC_CBP_JCT,,BC_QNL_DSS,BC_CBP_JCT,66,94,4.53,0.38,11.8,69,73.3333,QNL_DSS_CBP_JCT,69kV,69_QNL_DSS,69_CBP_JCT,1.0,69
32641,60L303,BC Hydro,BC,British Columbia,1,ac,1.4,0.864,11.8,7.284,69,4.53,0.54,57,68,Slocan Sawmill Quesnel JCT,BC_SSQ_JCT,West Pine,BC_WPN_DSS,,BC_SSQ_JCT,BC_WPN_DSS,57,68,4.53,0.54,11.8,69,63.3333,SSQ_JCT_WPN_DSS,69kV,69_SSQ_JCT,69_WPN_DSS,1.4,69
32642,60L303,BC Hydro,BC,British Columbia,1,ac,3.9,2.407,11.8,7.284,69,4.53,1.5,57,68,Slocan Sawmill Quesnel JCT,BC_SSQ_JCT,West Pine JCT,BC_WPN_JCT,,BC_SSQ_JCT,BC_WPN_JCT,57,68,4.53,1.5,11.8,69,63.3333,SSQ_JCT_WPN_JCT,69kV,69_SSQ_JCT,69_WPN_JCT,3.9,69
32643,60L303,BC Hydro,BC,British Columbia,1,ac,1.0,0.617,11.8,7.284,69,4.53,0.38,97,116,West Pine JCT,BC_WPN_JCT,Barlow,BC_BLW_DSS,,BC_WPN_JCT,BC_BLW_DSS,97,116,4.53,0.38,11.8,69,107.7778,WPN_JCT_BLW_DSS,69kV,69_WPN_JCT,69_BLW_DSS,1.0,69
32644,60L303CBP,BC Hydro,BC,British Columbia,1,ac,0.49,0.302,0.49,0.302,69,0.19,0.19,57,68,Weldwood Quesnel JCT,BC_WWQ_JCT,Cariboo Pulp GS,BC_CBP_GSS,,BC_WWQ_JCT,BC_CBP_GSS,57,68,0.19,0.19,0.49,69,63.3333,WWQ_JCT_CBP_GSS,69kV,69_WWQ_JCT,69_CBP_GSS,0.49,69
32645,60L303SSQ,BC Hydro,BC,British Columbia,1,ac,1.03,0.636,1.03,0.636,69,0.4,0.4,57,68,Slocan Sawmill Quesnel JCT,BC_SSQ_JCT,Slocan Sawmill Quesnel,BC_SSQ_ISS,,BC_SSQ_JCT,BC_SSQ_ISS,57,68,0.4,0.4,1.03,69,63.3333,SSQ_JCT_SSQ_ISS,69kV,69_SSQ_JCT,69_SSQ_ISS,1.03,69
32646,60L303WPN,BC Hydro,BC,British Columbia,1,ac,5.661,3.495,5.661,3.495,69,2.18,2.18,57,68,West Pine JCT,BC_WPN_JCT,West Pine,BC_WPN_DSS,,BC_WPN_JCT,BC_WPN_DSS,57,68,2.18,2.18,5.661,69,63.3333,WPN_JCT_WPN_DSS,69kV,69_WPN_JCT,69_WPN_DSS,5.661,69
32647,60L303WWQ,BC Hydro,BC,British Columbia,1,ac,0.2,0.123,0.2,0.123,69,0.08,0.08,57,68,Weldwood Quesnel,BC_WWQ_ISS,Weldwood Quesnel JCT,BC_WWQ_JCT,,BC_WWQ_ISS,BC_WWQ_JCT,57,68,0.08,0.08,0.2,69,63.3333,WWQ_ISS_WWQ_JCT,69kV,69_WWQ_ISS,69_WWQ_JCT,0.2,69
32648,60L306,BC Hydro,BC,British Columbia,1,ac,1.0,0.617,6.66,4.111,69,2.56,0.38,97,116,Quesnel,BC_QNL_DSS,West Fraser Quesnel JCT,BC_WFQ_JCT,,BC_QNL_DSS,BC_WFQ_JCT,97,116,2.56,0.38,6.66,69,107.7778,QNL_DSS_WFQ_JCT,69kV,69_QNL_DSS,69_WFQ_JCT,1.0,69
32649,60L306,BC Hydro,BC,British Columbia,1,ac,5.66,3.494,6.66,4.111,69,2.56,2.18,97,116,West Fraser Quesnel JCT,BC_WFQ_JCT,Barlow JCT,BC_BLW_JCT,,BC_WFQ_JCT,BC_BLW_JCT,97,116,2.56,2.18,6.66,69,107.7778,WFQ_JCT_BLW_JCT,69kV,69_WFQ_JCT,69_BLW_JCT,5.66,69
32650,60L306BLW,BC Hydro,BC,British Columbia,1,ac,0.07,0.043,0.07,0.043,69,0.03,0.03,97,116,Barlow JCT,BC_BLW_JCT,Barlow,BC_BLW_DSS,,BC_BLW_JCT,BC_BLW_DSS,97,116,0.03,0.03,0.07,69,107.7778,BLW_JCT_BLW_DSS,69kV,69_BLW_JCT,69_BLW_DSS,0.07,69
32651,60L306WFQ,BC Hydro,BC,British Columbia,1,ac,0.13,0.08,0.13,0.08,69,0.05,0.05,56,71,West Fraser Quesnel JCT,BC_WFQ_JCT,West Fraser Quesnel,BC_WFQ_ISS,,BC_WFQ_JCT,BC_WFQ_ISS,56,71,0.05,0.05,0.13,69,62.2222,WFQ_JCT_WFQ_ISS,69kV,69_WFQ_JCT,69_WFQ_ISS,0.13,69
